subject,rev,tool,time_full_suite,end-to-end,endtoend_reduction,total_tests,selected_test_classes,percent_classes_selected,changed_classes,percent_mutatants_killed, main_files, main_loc, test_files, test_loc,total_classes,percent_of_test_classes, all_test_cases,selected_test_cases,testsuite_reduction,,rev1, All1, STARTS1, Ekstazi1,,rev2, All2, STARTS2, Ekstazi2
imaging,rev_44,STARTS,22.987,28.253,21.758,114,0,0,0,,360,31317,150,7421,510,29.41176471,578, ,#VALUE!,,rev_6,23.022,28.011,15.376,,rev_6,22.952,28.495,14.161
imaging,rev_45,STARTS,23.306,30.051,22.016,114,0,0,0,,360,31317,150,7421,510,29.41176471,578, ,#VALUE!,,rev_7,23.013,28.317,25.99,,rev_7,23.598,31.784,24.165
imaging,rev_46,STARTS,23.341,27.949,22.144,114,0,0,0,,360,31317,150,7421,510,29.41176471,578, ,#VALUE!,,rev_8,23.099,28.528,26.085,,rev_8,23.583,27.369,24.512
validator,rev_2,STARTS,23.230,28.940,21.984,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_9,22.962,30.582,25.616,,rev_9,23.497,27.297,24.298
validator,rev_3,STARTS,22.820,12.337,22.279,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_10,22.737,13.558,10.586,,rev_10,22.903,11.116,9.529
validator,rev_4,STARTS,22.295,13.387,21.695,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_11,22.383,14.027,11.007,,rev_11,22.207,12.746,9.79
validator,rev_5,STARTS,22.611,27.871,21.378,71,71,100,0,,64,7545,84,8911,148,56.75675676,576,576,0,,rev_12,22.683,28.725,12.531,,rev_12,22.539,27.016,10.97
validator,rev_6,STARTS,22.836,27.694,21.623,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_13,22.906,28.535,15.286,,rev_13,22.766,26.852,14.498
validator,rev_7,STARTS,22.728,26.967,21.541,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_14,22.442,28.287,25.311,,rev_14,23.013,25.647,23.365
validator,rev_8,STARTS,22.932,13.520,22.342,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_15,22.621,13.298,10.609,,rev_15,23.242,13.741,9.857
validator,rev_10,STARTS,22.617,11.924,22.089,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_16,22.484,12.412,10.841,,rev_16,22.749,11.436,9.763
validator,rev_11,STARTS,22.796,27.652,21.582,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_17,22.395,27.899,25.09,,rev_17,23.196,27.405,23.943
validator,rev_16,STARTS,22.449,13.271,21.858,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_18,22.272,14.102,10.771,,rev_18,22.626,12.439,9.705
validator,rev_17,STARTS,30.276,14.439,29.799,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_19,22.218,14.552,10.763,,rev_19,38.333,14.326,10.027
validator,rev_18,STARTS,22.114,26.794,20.902,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_20,22.242,27.665,25.092,,rev_20,21.985,25.922,23.523
validator,rev_19,STARTS,22.448,13.805,21.833,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_21,22.483,12.57,10.863,,rev_21,22.412,15.039,9.661
validator,rev_20,STARTS,22.514,12.982,21.937,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_22,22.764,12.774,10.875,,rev_22,22.264,13.19,9.936
validator,rev_21,STARTS,22.293,12.774,21.720,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_23,22.172,12.605,10.77,,rev_23,22.414,12.942,9.887
validator,rev_22,STARTS,22.358,12.660,21.792,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_24,22.202,12.752,10.914,,rev_24,22.514,12.568,9.769
validator,rev_23,STARTS,22.575,13.222,21.989,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_25,21.925,13.284,11.134,,rev_25,23.224,13.16,9.831
validator,rev_24,STARTS,22.767,12.009,22.240,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_26,22.005,12.678,11.167,,rev_26,23.529,11.34,9.762
validator,rev_31,STARTS,22.347,26.839,21.146,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_27,21.804,27.43,26.939,,rev_27,22.89,26.247,23.492
validator,rev_32,STARTS,22.538,12.040,22.004,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_28,22.117,12.493,11.098,,rev_28,22.959,11.587,9.843
validator,rev_33,STARTS,22.663,12.180,22.125,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_29,22.281,12.607,11.426,,rev_29,23.044,11.753,9.677
validator,rev_34,STARTS,22.335,11.941,21.800,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_30,22.306,12.703,10.836,,rev_30,22.363,11.179,9.614
validator,rev_35,STARTS,22.256,12.658,21.687,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_31,22.293,14.367,10.902,,rev_31,22.218,10.949,9.749
validator,rev_36,STARTS,22.308,26.764,21.108,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_32,22.348,28.206,14.011,,rev_32,22.267,25.321,11.49
validator,rev_37,STARTS,22.329,11.858,21.798,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_33,22.105,12.474,10.84,,rev_33,22.553,11.241,9.878
validator,rev_38,STARTS,22.287,12.247,21.737,71,0,0,0,,64,7545,84,8911,148,56.75675676,576, ,#VALUE!,,rev_34,22.281,13.403,10.66,,rev_34,22.292,11.091,9.732
validator,rev_43,STARTS,22.478,27.124,21.271,71,0,0,0,,64,7545,84,8921,148,56.75675676,576, ,#VALUE!,,rev_35,22.532,27.708,15.152,,rev_35,22.423,26.539,11.059
validator,rev_47,STARTS,22.491,11.767,21.967,71,0,0,0,,64,7545,84,8958,148,56.75675676,576, ,#VALUE!,,rev_36,22.649,12.515,11.767,,rev_36,22.332,11.018,9.795
validator,rev_48,STARTS,22.670,11.874,22.146,71,0,0,0,,64,7545,84,8958,148,56.75675676,576, ,#VALUE!,,rev_37,22.566,12.616,10.75,,rev_37,22.774,11.131,9.793
validator,rev_49,STARTS,24.948,11.836,24.473,71,0,0,0,,64,7545,84,8958,148,56.75675676,576, ,#VALUE!,,rev_38,22.476,12.484,10.62,,rev_38,27.419,11.188,10
asterisk,rev_3,Ekstazi,23.298,10.234,22.859,46,0,0,0,,737,51174,58,4959,795,7.295597484,252, ,#VALUE!,,rev_39,22.405,12.716,10.729,,rev_39,24.191,10.99,9.739
asterisk,rev_9,Ekstazi,22.937,10.395,22.483,46,0,0,0,,737,51170,58,4959,795,7.295597484,252, ,#VALUE!,,rev_40,22.439,13.308,10.971,,rev_40,23.434,11.01,9.818
asterisk,rev_12,Ekstazi,22.505,10.326,22.046,46,0,0,0,,738,51241,58,4962,796,7.286432161,252, ,#VALUE!,,rev_41,22.317,12.675,10.812,,rev_41,22.692,12.735,9.839
asterisk,rev_17,Ekstazi,22.606,10.241,22.153,46,2,4.347826087,0,,738,51414,58,4962,796,7.286432161,252,44,0.825396825,,rev_42,22.379,12.669,10.702,,rev_42,22.833,12.797,9.78
asterisk,rev_19,Ekstazi,22.464,24.594,21.369,46,0,0,0,,739,51412,58,4962,797,7.277289837,252, ,#VALUE!,,rev_43,22.197,27.579,24.989,,rev_43,22.731,25.707,24.199
asterisk,rev_22,Ekstazi,22.651,10.296,22.196,46,0,0,0,,739,51411,58,4962,797,7.277289837,252, ,#VALUE!,,rev_44,22.337,12.474,10.929,,rev_44,22.964,11.187,9.663
asterisk,rev_23,Ekstazi,22.645,10.236,22.193,46,0,0,0,,739,51411,58,4962,797,7.277289837,252, ,#VALUE!,,rev_45,22.349,12.522,10.684,,rev_45,22.941,11.114,9.788
asterisk,rev_24,Ekstazi,22.557,10.224,22.103,46,0,0,0,,739,51411,58,4962,797,7.277289837,252, ,#VALUE!,,rev_46,22.207,12.921,10.758,,rev_46,22.906,11.255,9.69
asterisk,rev_33,Ekstazi,23.993,10.984,23.535,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_47,23.783,16.066,11.458,,rev_47,24.203,13.303,10.51
asterisk,rev_34,Ekstazi,23.574,25.307,22.500,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_48,23.164,28.993,25.999,,rev_48,23.984,28.153,24.615
asterisk,rev_35,Ekstazi,23.561,10.686,23.107,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_49,23.251,13.773,11.227,,rev_49,23.87,13.506,10.144
asterisk,rev_36,Ekstazi,23.479,11.567,22.986,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_50,23.442,15.314,12.073,,rev_50,23.515,13.677,11.06
asterisk,rev_37,Ekstazi,10.501,9.694,9.578,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_1,12.853,16.254,10.122,,rev_1,8.149,10.525,9.265
asterisk,rev_38,Ekstazi,8.389,7.640,7.478,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_2,8.477,7.736,7.896,,rev_2,8.301,5.746,7.384
asterisk,rev_39,Ekstazi,8.571,7.616,7.682,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_3,8.355,7.602,7.839,,rev_3,8.786,5.643,7.393
asterisk,rev_40,Ekstazi,9.025,7.481,8.196,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_4,8.323,7.962,7.762,,rev_4,9.726,5.986,7.2
asterisk,rev_41,Ekstazi,8.673,7.824,7.771,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_5,8.779,10.688,8.074,,rev_5,8.567,8.457,7.573
asterisk,rev_42,Ekstazi,9.222,7.741,8.383,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_6,8.795,7.793,7.988,,rev_6,9.649,5.915,7.493
asterisk,rev_43,Ekstazi,9.043,7.916,8.168,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_7,8.622,7.47,8.328,,rev_7,9.464,5.692,7.504
asterisk,rev_44,Ekstazi,8.895,7.816,8.016,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_8,8.778,8.284,7.878,,rev_8,9.011,5.577,7.753
asterisk,rev_45,Ekstazi,8.837,8.386,7.888,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_9,9.063,9.161,8.689,,rev_9,8.611,7.319,8.082
asterisk,rev_46,Ekstazi,9.137,7.789,8.285,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_10,8.85,7.596,7.968,,rev_10,9.424,5.533,7.609
asterisk,rev_47,Ekstazi,9.736,8.149,8.899,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_11,8.729,7.669,8.058,,rev_11,10.743,5.797,8.24
asterisk,rev_48,Ekstazi,9.040,8.308,8.121,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_12,8.766,9.064,8.106,,rev_12,9.314,7.323,8.51
asterisk,rev_49,Ekstazi,8.784,8.553,7.810,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_13,8.687,9.058,8.512,,rev_13,8.881,8.54,8.593
asterisk,rev_50,Ekstazi,9.075,8.973,8.086,46,0,0,0,,739,51437,58,4963,797,7.277289837,252, ,#VALUE!,,rev_15,8.684,9.158,8.908,,rev_15,9.465,7.726,9.038
imaging,rev_2,Ekstazi,8.805,8.075,7.887,113,0,0,0,,343,31379,146,7288,489,29.85685072,572,0,1,,rev_16,8.965,7.644,7.998,,rev_16,8.644,6.375,8.151
imaging,rev_3,Ekstazi,8.955,8.030,8.058,113,1,0.884955752,0,,343,31379,147,7306,490,30,573,1,0.998254799,,rev_17,8.845,7.617,7.85,,rev_17,9.065,6.345,8.21
imaging,rev_4,Ekstazi,9.217,8.031,8.346,113,0,0,0,,343,31379,147,7306,490,30,573,0,1,,rev_18,8.647,7.734,7.947,,rev_18,9.787,6.359,8.114
imaging,rev_10,Ekstazi,9.045,8.259,8.131,113,0,0,0,,343,31294,148,7343,491,30.14256619,574,0,1,,rev_19,8.747,7.599,8.328,,rev_19,9.342,6.489,8.19
imaging,rev_11,Ekstazi,8.685,8.077,7.755,113,0,0,0,,343,31294,148,7343,491,30.14256619,574,0,1,,rev_20,8.748,7.642,7.962,,rev_20,8.622,6.301,8.191
imaging,rev_15,Ekstazi,8.897,8.448,7.947,113,0,0,0,,343,31323,149,7358,492,30.28455285,575,0,1,,rev_21,8.945,7.663,8.257,,rev_21,8.848,6.311,8.638
imaging,rev_16,Ekstazi,9.209,8.299,8.307,113,0,0,0,,343,31323,149,7358,492,30.28455285,575,0,1,,rev_22,9.04,7.899,8.003,,rev_22,9.377,6.2,8.594
imaging,rev_21,Ekstazi,9.301,8.266,8.412,113,0,0,0,,343,31282,149,7354,492,30.28455285,575,0,1,,rev_23,8.793,7.509,8.119,,rev_23,9.808,6.25,8.412
imaging,rev_22,Ekstazi,8.841,8.282,7.904,113,0,0,0,,343,31282,149,7354,492,30.28455285,575,0,1,,rev_24,8.607,7.508,8.076,,rev_24,9.075,6.57,8.488
imaging,rev_23,Ekstazi,8.637,8.494,7.654,113,0,0,0,,343,31282,149,7354,492,30.28455285,575,0,1,,rev_25,8.614,9.12,8.51,,rev_25,8.66,7.61,8.478
imaging,rev_24,Ekstazi,8.625,8.453,7.645,113,0,0,0,,343,31282,149,7354,492,30.28455285,575,0,1,,rev_26,8.568,8.909,8.251,,rev_26,8.682,7.454,8.655
imaging,rev_25,Ekstazi,9.027,8.402,8.096,113,0,0,0,,343,31282,149,7354,492,30.28455285,575,0,1,,rev_28,8.471,8.926,8.316,,rev_28,9.583,7.576,8.487
imaging,rev_26,Ekstazi,9.260,8.596,8.332,113,0,0,0,,343,31282,149,7354,492,30.28455285,575,0,1,,rev_29,8.713,8.994,8.224,,rev_29,9.807,6.858,8.967
imaging,rev_28,Ekstazi,8.697,8.318,7.740,113,0,0,0,,343,31297,149,7354,492,30.28455285,575,0,1,,rev_30,8.781,9.046,8.269,,rev_30,8.612,6.88,8.367
imaging,rev_29,Ekstazi,8.761,7.924,7.856,113,0,0,0,,343,31297,149,7354,492,30.28455285,575,0,1,,rev_31,8.705,8.632,8.523,,rev_31,8.816,5.616,7.324
imaging,rev_30,Ekstazi,8.754,7.635,7.882,113,0,0,0,,343,31297,149,7354,492,30.28455285,575,0,1,,rev_32,8.828,7.681,7.9,,rev_32,8.68,5.711,7.369
imaging,rev_31,Ekstazi,8.710,7.818,7.812,113,0,0,0,,343,31297,149,7354,492,30.28455285,575,0,1,,rev_33,8.695,7.587,8.008,,rev_33,8.724,5.693,7.628
imaging,rev_33,Ekstazi,9.634,7.763,8.828,113,0,0,0,,343,31300,149,7366,492,30.28455285,576,0,1,,rev_34,8.766,8.901,8.028,,rev_34,10.502,5.66,7.498
imaging,rev_34,Ekstazi,9.138,7.760,8.288,113,0,0,0,,343,31300,149,7366,492,30.28455285,576,0,1,,rev_35,8.97,7.654,8.038,,rev_35,9.305,5.687,7.481
imaging,rev_36,Ekstazi,8.630,7.733,7.733,114,0,0,0,,343,31300,150,7382,493,30.42596349,577,0,1,,rev_36,8.746,7.625,7.863,,rev_36,8.513,6.092,7.602
imaging,rev_37,Ekstazi,9.361,7.890,8.518,114,0,0,0,,343,31300,150,7382,493,30.42596349,577,0,1,,rev_37,8.766,8.9,8.421,,rev_37,9.955,5.824,7.358
imaging,rev_38,Ekstazi,9.137,7.854,8.277,114,0,0,0,,343,31300,150,7382,493,30.42596349,577,0,1,,rev_38,8.921,7.641,8.063,,rev_38,9.353,5.68,7.644
imaging,rev_39,Ekstazi,8.656,8.677,7.654,114,0,0,0,,343,31300,150,7382,493,30.42596349,577,0,1,,rev_39,8.697,10.538,8.412,,rev_39,8.615,6.965,8.941
imaging,rev_40,Ekstazi,9.357,8.884,8.407,114,0,0,0,,360,31317,150,7382,510,29.41176471,577,0,1,,rev_40,8.727,9.418,8.559,,rev_40,9.986,6.902,9.209
imaging,rev_41,Ekstazi,8.778,8.103,7.854,114,0,0,0,,360,31317,150,7382,510,29.41176471,577,0,1,,rev_41,8.993,9.15,8.355,,rev_41,8.562,6.897,7.85
imaging,rev_42,Ekstazi,8.693,8.909,7.668,114,0,0,0,,360,31317,150,7382,510,29.41176471,577,0,1,,rev_42,8.697,9.282,8.622,,rev_42,8.688,7.206,9.196
imaging,rev_44,Ekstazi,9.459,8.521,8.558,114,0,0,0,,360,31317,150,7421,510,29.41176471,578,0,1,,rev_43,8.84,7.978,8.555,,rev_43,10.078,5.608,8.487
imaging,rev_45,Ekstazi,9.218,7.996,8.350,114,0,0,0,,360,31317,150,7421,510,29.41176471,578,0,1,,rev_44,8.768,9.064,8.381,,rev_44,9.667,6.779,7.611
imaging,rev_46,Ekstazi,8.837,8.107,7.919,114,0,0,0,,360,31317,150,7421,510,29.41176471,578,0,1,,rev_45,8.888,8.978,8.39,,rev_45,8.785,6.847,7.823
validator,rev_2,Ekstazi,8.743,8.218,7.803,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_46,8.679,9.26,8.524,,rev_46,8.807,6.928,7.912
validator,rev_3,Ekstazi,9.428,7.947,8.585,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_47,8.798,7.776,8.355,,rev_47,10.058,5.668,7.539
validator,rev_4,Ekstazi,9.252,7.838,8.405,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_48,8.969,7.803,8.196,,rev_48,9.535,5.473,7.479
validator,rev_5,Ekstazi,8.684,8.014,7.761,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_49,8.658,7.853,8.512,,rev_49,8.71,5.745,7.516
validator,rev_6,Ekstazi,8.832,9.124,7.798,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_50,8.939,9.908,9.379,,rev_50,8.724,7.473,8.869
validator,rev_7,Ekstazi,23.350,24.308,22.309,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_1,24.201,31.017,24.923,,rev_1,22.499,27.081,23.693
validator,rev_8,Ekstazi,23.240,8.473,22.875,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_2,24.042,8.08,8.987,,rev_2,22.437,8.396,7.959
validator,rev_10,Ekstazi,22.669,8.552,22.291,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_3,22.778,6.796,9.047,,rev_3,22.559,6.772,8.057
validator,rev_11,Ekstazi,23.110,9.410,22.702,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_4,23.767,7.834,10.159,,rev_4,22.452,7.824,8.66
validator,rev_16,Ekstazi,22.857,14.891,22.206,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_5,23.142,17.568,15.431,,rev_5,22.572,17.587,14.351
validator,rev_17,Ekstazi,23.100,15.781,22.417,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_6,23.391,17.902,16.356,,rev_6,22.809,17.767,15.205
validator,rev_18,Ekstazi,22.730,9.449,22.314,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_7,22.845,7.798,9.737,,rev_7,22.614,10.369,9.161
validator,rev_19,Ekstazi,23.073,9.338,22.668,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_8,23.145,11.688,9.88,,rev_8,23.001,13.686,8.795
validator,rev_20,Ekstazi,22.533,8.666,22.148,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_9,22.643,6.585,8.947,,rev_9,22.423,8.368,8.385
validator,rev_21,Ekstazi,22.792,14.817,22.141,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_10,23.14,17.494,15.342,,rev_10,22.443,18.672,14.291
validator,rev_22,Ekstazi,22.870,13.070,22.298,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_11,23.258,11.71,13.537,,rev_11,22.481,13.786,12.602
validator,rev_23,Ekstazi,23.455,8.722,23.083,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_12,24.46,9.452,9.29,,rev_12,22.449,11.592,8.154
validator,rev_24,Ekstazi,23.828,9.352,23.436,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_13,25.074,7.758,9.827,,rev_13,22.582,9,8.877
validator,rev_31,Ekstazi,23.127,10.618,22.668,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_14,23.87,7.735,9.723,,rev_14,22.384,9.164,11.512
validator,rev_32,Ekstazi,23.037,9.211,22.637,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_15,23.301,7.723,9.712,,rev_15,22.772,7.93,8.71
validator,rev_33,Ekstazi,23.165,8.547,22.796,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_16,23.748,12.795,9.004,,rev_16,22.581,12.46,8.089
validator,rev_34,Ekstazi,22.858,9.345,22.449,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_17,23.219,6.676,9.933,,rev_17,22.497,6.741,8.757
validator,rev_35,Ekstazi,23.069,8.670,22.693,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_18,23.351,8.028,9.296,,rev_18,22.787,7.887,8.043
validator,rev_36,Ekstazi,22.565,8.604,22.184,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_19,22.608,9.837,9.036,,rev_19,22.522,9.839,8.171
validator,rev_37,Ekstazi,22.613,8.563,22.234,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_20,22.865,11.957,9.114,,rev_20,22.36,12.146,8.011
validator,rev_38,Ekstazi,22.600,9.404,22.183,71,0,0,0,,64,7545,84,8911,148,56.75675676,576,0,1,,rev_21,22.773,17.837,9.885,,rev_21,22.426,19.757,8.923
validator,rev_43,Ekstazi,22.508,8.615,22.125,71,0,0,0,,64,7545,84,8921,148,56.75675676,576,0,1,,rev_22,22.467,6.672,9.208,,rev_22,22.548,8.673,8.022
validator,rev_47,Ekstazi,22.623,8.694,22.239,71,0,0,0,,64,7545,84,8958,148,56.75675676,576,0,1,,rev_23,22.773,6.659,9.287,,rev_23,22.473,7.976,8.101
validator,rev_48,Ekstazi,22.540,8.474,22.164,71,0,0,0,,64,7545,84,8958,148,56.75675676,576,0,1,,rev_24,22.615,6.722,8.927,,rev_24,22.464,8.464,8.02
validator,rev_49,Ekstazi,22.478,9.313,22.064,71,0,0,0,,64,7545,84,8958,148,56.75675676,576,0,1,,rev_25,22.593,7.687,9.841,,rev_25,22.363,9.394,8.785
asterisk,rev_14,STARTS,22.669,18.804,21.840,46,3,6.52173913,1,0,738,51250,58,4962,796,7.286432161,252,3,0.988095238,,rev_26,22.678,17.908,9.947,,rev_26,22.66,19.699,8.797
asterisk,rev_18,STARTS,22.489,18.576,21.663,46,1,2.173913043,1,0,738,51406,58,4962,796,7.286432161,252,1,0.996031746,,rev_27,22.481,17.87,10.34,,rev_27,22.496,19.281,8.84
asterisk,rev_20,STARTS,22.648,12.067,22.115,46,3,6.52173913,1,0,739,51409,58,4962,797,7.277289837,252,32,0.873015873,,rev_28,22.61,11.933,10.235,,rev_28,22.685,12.2,8.777
asterisk,rev_25,STARTS,22.492,9.193,22.083,46,5,10.86956522,1,0,739,51420,58,4962,797,7.277289837,252,7,0.972222222,,rev_30,22.467,7.785,8.934,,rev_30,22.516,10.6,7.907
asterisk,rev_14,Ekstazi,22.515,8.551,22.135,46,3,6.52173913,1,0,738,51250,58,4962,796,7.286432161,252,3,0.988095238,,rev_31,22.558,7.657,9.049,,rev_31,22.471,9.51,8.053
asterisk,rev_18,Ekstazi,22.401,8.736,22.011,46,0,0,1,0,738,51406,58,4962,796,7.286432161,252, ,#VALUE!,,rev_32,22.199,7.614,9.238,,rev_32,22.602,10.056,8.234
asterisk,rev_20,Ekstazi,22.457,8.525,22.077,46,0,0,1,0,739,51409,58,4962,797,7.277289837,252, ,#VALUE!,,rev_33,22.263,6.567,8.99,,rev_33,22.65,8.255,8.059
asterisk,rev_25,Ekstazi,22.598,8.638,22.216,46,2,4.347826087,1,0,739,51420,58,4962,797,7.277289837,252,44,0.825396825,,rev_34,22.563,6.724,9.228,,rev_34,22.633,8.614,8.047
asterisk,rev_4,STARTS,22.499,7.555,22.163,46,2,4.347826087,1,22,737,51174,58,4959,795,7.295597484,252,14,0.944444444,,rev_35,22.315,6.775,9.148,,rev_35,22.682,8.335,8.086
asterisk,rev_7,STARTS,22.822,7.245,22.504,46,2,4.347826087,1,22,737,51166,58,4959,795,7.295597484,252,14,0.944444444,,rev_36,22.342,6.598,8.956,,rev_36,23.301,7.891,8.117
asterisk,rev_4,Ekstazi,22.572,8.638,22.189,46,3,6.52173913,1,22,737,51174,58,4959,795,7.295597484,252,49,0.805555556,,rev_37,22.608,6.662,9.217,,rev_37,22.536,8.222,8.058
asterisk,rev_7,Ekstazi,22.482,8.534,22.102,46,3,6.52173913,1,22,737,51166,58,4959,795,7.295597484,252,49,0.805555556,,rev_38,22.399,6.752,8.976,,rev_38,22.565,8.587,8.091
imaging,rev_6,STARTS,22.568,6.925,22.261,113,60,53.09734513,1,35,343,31361,148,7343,491,30.14256619,574,471,0.179442509,,rev_39,22.476,6.67,9.087,,rev_39,22.659,7.179,8.058
imaging,rev_6,Ekstazi,22.682,8.579,22.304,113,20,17.69911504,1,35,343,31361,148,7343,491,30.14256619,574,277,0.517421603,,rev_40,22.61,6.916,9.12,,rev_40,22.754,7.161,8.038
